"text","label","type","source","lang","category","has_diacritics"
"Subiect: Notificare de Autentificare: Ați accesat contul Home'Bank de pe un dispozitiv nou. Dacă nu recunoașteți, vă rugăm contactați imediat ING la 031 9888.","0","email","actualizare date personale (ING)","ro","Bancar","True"
"Plata de 3499.00 RON către eMag a fost inițiată. Dacă nu sunteți dvs., anulați tranzacția în 30 de minute accesând: [http://raiffeisen-secur.net/stop](http://raiffeisen-secur.net/stop)","1","sms","actualizare date personale (Raiffeisen)","ro","Bancar","True"
"Subiect: Avertizare Critică: Actualizare eșuată a datelor personale (KYC). Contul va fi restricționat dacă nu reintroduceți datele în 24h: [http://neo-bt-date.org/reauth](http://neo-bt-date.org/reauth)","1","email","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Codul tău de confirmare BT Pay este 893412. Valabil 5 minute. Nu îl oferi nimănui, nici personalului băncii. Mulțumim.","0","sms","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Subiect: Ultima Șansă: Confirmați datele cardului pentru a evita blocarea permanentă conform reglementărilor PSD2. Accesați: [http://bcr-securizat.info/verificare](http://bcr-securizat.info/verificare)","1","email","actualizare date personale (BCR)","ro","Bancar","True"
"S-a înregistrat o logare la ING Home'Bank de pe un IP din străinătate (Germania). Confirmați identitatea pentru a evita blocarea: [http://ing-verify.link/login](http://ing-verify.link/login)","1","sms","actualizare date personale (ING)","ro","Bancar","True"
"Subiect: Extrasul de cont lunar (Ianuarie 2024). Vă rugăm consultați documentul atașat pentru detaliile tranzacțiilor din luna precedentă. Echipa Raiffeisen Bank. (www.raiffeisen.ro)","0","email","actualizare date personale (Raiffeisen)","ro","Bancar","True"
"Abonamentul dvs. lunar de 79 RON (Netflix) a fost confirmat. Refuzați plata și anulați abonamentul apăsând aici: [http://bt-plati-stop.xyz/refuz](http://bt-plati-stop.xyz/refuz)","1","sms","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Subiect: Notificare Importantă: Debit Autorizat de 1200 RON. Vă rugăm verificați detaliile acestei tranzacții imediate și confirmați-o la: [http://bcr-online-confirm.com/debit](http://bcr-online-confirm.com/debit)","1","email","actualizare date personale (BCR)","ro","Bancar","True"
"Tranzacție refuzată, sold insuficient. Vă rugăm verificați fondurile disponibile înainte de o nouă încercare de plată.","0","sms","actualizare date personale (ING)","ro","Bancar","True"
"Subiect: Sesizare de Activitate Suspectă. Vă rugăm verificați logările recente la contul Raiffeisen SmartTel. Dacă nu le recunoașteți, schimbați imediat parola: [http://rro-securitate.cloud/sesizare](http://rro-securitate.cloud/sesizare)","1","email","actualizare date personale (Raiffeisen)","ro","Bancar","True"
"Datele tale de securitate pentru BT 24 expiră azi. Fă o actualizare rapidă a informațiilor personale pentru a evita blocarea contului: [http://bt24-update.co/login](http://bt24-update.co/login)","1","sms","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Subiect: Modificare Termeni și Condiții de Utilizare a serviciului BT24. Vă rugăm citiți noile reglementări disponibile pe www.bancatransilvania.ro înainte de 1 martie.","0","email","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Conectare reușită la aplicația George. Ora: 14:35. Dacă nu ați fost dvs., sunați de urgență call center-ul BCR la numărul afișat pe site.","0","sms","actualizare date personale (BCR)","ro","Bancar","True"
"Subiect: Revizuirea Legii KYC. Actualizare obligatorie a CNP-ului și a adresei de domiciliu. Finalizați procesul în 48 de ore: [http://ing-kyc-ro.org/date](http://ing-kyc-ro.org/date)","1","email","actualizare date personale (ING)","ro","Bancar","True"
"Cererea de schimbare a adresei poștale a fost primită. Dacă nu ați inițiat această schimbare, anulați imediat accesând: [http://raiffeisen.link/confirm](http://raiffeisen.link/confirm)","1","sms","actualizare date personale (Raiffeisen)","ro","Bancar","True"
"Subiect: Taxa de Mentenanță de 9.99 RON NU A PUTUT FI PROCESATĂ. Actualizați metoda de plată pentru a debloca accesul: [http://bt-payment-fix.net/card](http://bt-payment-fix.net/card)","1","email","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Codul tău unic de securitate ING Home'Bank este 771234. Nu îl comunica niciodată, inclusiv în apeluri telefonice inițiate de bănci.","0","sms","actualizare date personale (ING)","ro","Bancar","True"
"Subiect: Detalii despre Creditul George aprobat. Vă rugăm intrați în aplicația George sau accesați www.bcr.ro pentru a finaliza documentația.","0","email","actualizare date personale (BCR)","ro","Bancar","True"
"Contul tău Raiffeisen este temporar suspendat din motive de securitate. Deblocare imediată necesită re-verificarea identității: [http://r-fix-cont.site/login](http://r-fix-cont.site/login)","1","sms","actualizare date personale (Raiffeisen)","ro","Bancar","True"
"Subiect: Comanda dvs. #45678 (echipamente IT) a fost finalizată și debitată. Dacă nu o recunoașteți, anulați plata și solicitați rambursarea: [http://bt-plati-sec.net/retragere](http://bt-plati-sec.net/retragere)","1","email","actualizare date personale (Banca Transilvania)","ro","Bancar","True"
"Soldul disponibil în contul curent (RON) este 450.50 RON. Data și ora interogării: 2024-02-28 10:30. Mulțumim.","0","sms","actualizare date personale (BCR)","ro","Bancar","True"
"Subiect: ACȚIUNE URGENTĂ: Tentativă de furt de identitate detectată pe contul dvs. ING. Confirmați datele personale rapid pentru protecție: [http://ing-securitate-app.info/confirma](http://ing-securitate-app.info/confirma)","1","email","actualizare date personale (ING)","ro","Bancar","True"
"Subiect: NOTIFICARE URGENTĂ: Fonduri OLX Blocate! Stimate client, conform regulamentului BNR, tranzacția dvs. de retur necesită validare imediată. Fondurile vor fi șterse în 2 ore dacă nu confirmați: [http://banca-validare-oficiala.com/confirma](http://banca-validare-oficiala.com/confirma)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Atenție! Deblocare retur OLX necesită achitarea taxei de procesare (5 RON). Plătiți imediat pentru a evita suspendarea contului: [http://anaf-taxe-urgente.info/plata](http://anaf-taxe-urgente.info/plata)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Dosar Țeapă OLX #00234 (Poliția Cibernetică). Vă contactăm în legătură cu o tentativă de fraudă în care sunteți implicat. Pentru declarație, accesați linkul (obligatoriu): [http://politia-cyber.org/interogatoriu](http://politia-cyber.org/interogatoriu)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Sistemul OLX Securitate a detectat o tentativă de login de pe un IP străin la vânzarea dvs. Confirmați returul acum sau fondurile se anulează: [http://olx-fonduri-verif.net/secure](http://olx-fonduri-verif.net/secure)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: SOMAȚIE: Recuperare Sumă Datorată (Vânzare Anulată). Aveți 24 de ore să inițiați returul conform contractului. Dacă nu acționați, se emite mandat de executare silită: [http://executor-oficial.com/plata-urgenta](http://executor-oficial.com/plata-urgenta)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Livrarea returului nu poate fi procesată. Confirmați adresa Dvs. și plătiți taxa de asigurare (10 RON) aici: [http://posta-olx-siguranta.biz/taxa](http://posta-olx-siguranta.biz/taxa)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Alertă Roșie! Breșă de securitate la OLX. Toate tranzacțiile de retur sunt suspendate. Reluați manual transferul de pe pagina securizată: [http://servicii-securitate-maxima.ro/start-retur](http://servicii-securitate-maxima.ro/start-retur)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Ați ignorat notificarea 1 ANAF. Contul dvs. bancar va fi blocat mâine la ora 10:00 din cauza taxelor neachitate OLX. Evitați blocajul: [http://anaf-blocari-cont.info/evitare](http://anaf-blocari-cont.info/evitare)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Validare Conformitate Europeană (BNR). Tranzacția dvs. de 850 RON (retur) necesită reintroducerea datelor conform noului protocol. Ignorarea duce la amendă: [http://registrul-bnr.com/validare-gdpr](http://registrul-bnr.com/validare-gdpr)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Am detectat activitate suspectă pe cardul dvs. asociat cu OLX. Vă rugăm să faceți o verificare rapidă pentru a autoriza returul: [http://bancatransilvania-securizat.org/verif](http://bancatransilvania-securizat.org/verif)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Ofertă Ultra-Rapidă de Retur. Pentru a vă asigura că primiți banii în 5 minute în loc de 3 zile, confirmați prioritar aici (Director Vânzări OLX): [http://olx-prioritate-transfer.net/rapid](http://olx-prioritate-transfer.net/rapid)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"S-a înregistrat o plângere penală împotriva dvs. în legătură cu vânzarea X. Contactați urgent ofițerul: [http://plangere-penala-oficial.com/detalii](http://plangere-penala-oficial.com/detalii)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Ordonanță de Urgență 123/2024. Toate tranzacțiile online de peste 500 RON necesită confirmare prin portalul unic de stat: [http://guvern-romania-portal.net/conf](http://guvern-romania-portal.net/conf)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Codul tău de autentificare (OTP) pentru tranzacția de 580 RON către OLX este 987654. Nu divulga acest cod nimănui.","0","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Confirmare retur inițiat de cumpărător. Suma de 350 RON a fost rezervată în siguranță până la finalizarea procesului de retur. Detalii: www.olx.ro/ajutor/retur","0","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Contul dvs. de plătitor ANAF a fost actualizat. Vizualizați noul status pe site-ul oficial anaf.ro.","0","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Alertă de securitate: Login reușit. Accesarea contului dvs. bancar a avut loc azi la 14:30 de pe un dispozitiv nou. Dacă nu ați fost dvs., sunați imediat la 0800 800 000.","0","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Returul pentru produsul X a ajuns la destinație. Plata către Dvs. va fi efectuată în următoarele 48 de ore. (OLX Notificare)","0","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: AWB Ținut în Depozit. Coletele cu retur (AWB 5000...) sunt așteptate pentru preluare. Vă rugăm să confirmați ora: www.fan-curier.ro/programare","0","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Ai primit 450 RON de la OLX Romania SRL. Sold disponibil: X RON. (Notificare Bancă)","0","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: EROARE CRITICĂ la Retur. Plata Dvs. a fost respinsă de sistemul intern. Reintroduceți detaliile cardului în portalul de urgență: [http://platforma-securitate-urgenta.com/card](http://platforma-securitate-urgenta.com/card)","1","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Schimbarea parolei pentru serviciul Mobile Banking a fost realizată cu succes. Vă mulțumim că folosiți metode sigure de acces.","0","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"DIRECTORUL OLX: Vă rugăm să finalizați procesul de retur urgent prin linkul nostru de autentificare 3D Secure, pentru a evita penalizări: [http://olx-servicii-transfer.net/secure-3d](http://olx-servicii-transfer.net/secure-3d)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: Informare - Reclamație înregistrată. Sesizarea dvs. cu nr. RO1234 a fost primită și va fi analizată conform legii. Detalii și termene: www.anpc.ro","0","email","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Aveti un debit de 9.99 RON de achitat pentru activarea garantiei de retur. Achitati acum sau se anuleaza tranzactia: [http://mandat-bancar.com/taxa-finala](http://mandat-bancar.com/taxa-finala)","1","sms","retur bani pentru produs vândut pe OLX","ro","Curierat_Posta","True"
"Subiect: ALERTĂ FISCALĂ MAJORĂ! Evitați poprirea contului. Completați formularul online pentru eșalonarea rapidă a datoriilor: [http://anaf-popriri-urgente.com](http://anaf-popriri-urgente.com)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Codul dumneavoastră de autentificare pentru SPV ANAF este 672301. Valabil 5 minute. Nu îl dezvăluiți nimănui.","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: OPORTUNITATE! Rambursare fiscală de 1450 RON neclamată. Accesați linkul și introduceți datele cardului pentru transfer imediat: [http://rambursari-guvern.net/plati](http://rambursari-guvern.net/plati)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"În urma Declarației Unice, sunteți eligibil pentru un VOUCHER FISCAL de 500 RON. Ridicați-l aici: [http://voucher-fiscal-2024.info](http://voucher-fiscal-2024.info)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Confirmare depunere Declarație Unică 2024. Documentul dvs. cu numărul XZ12345 a fost înregistrat cu succes în sistem. Vă mulțumim.","0","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"ATENȚIE! Contul dvs. va fi poprit în 2 ore. Deblocați imediat și primiți 10% bonus la plata anticipată: [http://deblocare-poprire-rapida.org](http://deblocare-poprire-rapida.org)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Alocare Fonduri europene pentru PFA. Ați fost selectat în programul de investiții garantate. Înscriere: [http://programe-finantare-stat.ro/aplicatie](http://programe-finantare-stat.ro/aplicatie)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Tranzacție refuzată. Nu s-a putut efectua plata către ANAF din cauza plafonului de securitate bancar. Reîncercați plata pe www.anaf.ro.","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: EROARE LA VALIDAREA DECLARAȚIEI UNICE! Autentificați-vă rapid în noul portal SPV pentru a evita o amendă de 3000 RON: [http://spv-login-validare.net](http://spv-login-validare.net)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"ANAF: Plata contribuțiilor aferente Declarației Unice este scadentă. Vă rugăm verificați situația actualizată în Spațiul Privat Virtual (SPV).","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Credit Fiscal de Urgență: Până la 8000 RON disponibili imediat! Oportunitate valabilă doar azi. Aplicați acum: [http://credite-fiscale-asigurate.com](http://credite-fiscale-asigurate.com)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"ANAF v-a virat greșit 790 RON. Returnați suma de urgență pentru a evita blocarea contului. Detalii transfer: [http://cont-plata-recuperare.info](http://cont-plata-recuperare.info)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Alertă de Securitate ANAF. O nouă sesiune SPV a fost inițiată de pe o locație neobișnuită. Dacă nu ați fost dvs., contactați imediat www.anaf.ro/contact.","0","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Poprirea a fost inițiată. Opriți blocarea contului completând datele bancare AICI pentru verificare: [http://stop-poprire-online.com/verif](http://stop-poprire-online.com/verif)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Vă rog să confirmați datele fiscale. Lipsa confirmării duce la anularea Declarației Unice și la penalizare: [http://validare-date-fiscale-2024.net](http://validare-date-fiscale-2024.net)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Vă reamintim: Nu uitați să actualizați datele de contact și IBAN-ul în SPV ANAF până la data de 31 august. Accesați anaf.ro.","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: CADOU FISCAL! Primiți 650 RON cash back pentru depunerea rapidă a Declarației. Ridicați recompensa acum: [http://recompense-anaf-oficial.info](http://recompense-anaf-oficial.info)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Fonduri nealocate. Aveți o sumă neclamată de 990 RON provenită din suprataxare. Accesați linkul pentru revendicare: [http://recuperare-bani-stat.net](http://recuperare-bani-stat.net)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Notificare: Poprire ridicată. Vă informăm că măsura de poprire aplicată contului dvs. a fost ridicată în data de 18.06.2024.","0","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Sancțiune Administrativă. Ați depus Declarația Unică incomplet. Plata penalității de 550 RON este obligatorie în 24h: [http://plati-amenzi-fiscale.org](http://plati-amenzi-fiscale.org)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Felicitări! Ați obținut un bonus fiscal de 15% pentru conformitate. Revendicați-l prin autentificare: [http://bonus-conformitate-fiscala.com](http://bonus-conformitate-fiscala.com)","1","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Autentificare reușită în SPV. V-ați autentificat cu succes în Spațiul Privat Virtual (SPV) în data de 21.06.2024, ora 11:45.","0","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"ANAF: Pentru asistență privind completarea Declarației Unice sau probleme cu poprirea, accesați rubrica Întrebări Frecvente pe www.anaf.ro.","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Subiect: Ultima Șansă! Debitele dvs. intră în faza de executare silită. Click pentru a evita poprirea totală și a obține o reducere de 20%: [http://reductori-datorii-anaf.net](http://reductori-datorii-anaf.net)","1","email","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"Contul dvs. (începând cu ****5678) a fost verificat și este activ pentru primirea plăților fiscale viitoare. Sursa: ANAF.","0","sms","poprire cont ANAF / declarație unică","ro","Utilitati_Stat","True"
"RO-ALERT URGENT! Guvernul ofera Voucher 3500 RON pentru eficienta energetica. Activeaza-l AICI: [http://voucher-verde-ro.online/](http://voucher-verde-ro.online/)","1","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Actualizare Plati ANAF. Aveti o restituire de taxa de 850 RON. Confirmati contul bancar pentru a primi banii: [http://anaf-plata-guvern.net](http://anaf-plata-guvern.net)","1","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Codul tau de securitate BCR pentru tranzactia de 50 RON este 498321. Nu il divulga nimanui. (BCR)","0","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Alerta critica! Contul dvs. de economii a fost blocat. Deblocati-l imediat pentru a evita pierderile: [http://bt-deblocare-urgenta.com](http://bt-deblocare-urgenta.com)","1","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: CONFIRMARE: Logare noua in aplicatia dvs. Orange. Daca nu recunoasteti, vizitati [http://www.orange.ro/securitate](http://www.orange.ro/securitate).","0","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Atentie! Esti eligibil pentru subventia APIAS 2024. Perioada de inscriere se incheie azi. Inregistreaza-te: [http://apias-suport-guvern.info](http://apias-suport-guvern.info)","1","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Notificare: Valoarea portofoliului dvs. a crescut cu 250%. Vedeti noile investitii: [http://cripto-profit-max.biz/](http://cripto-profit-max.biz/)","1","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Notificare de la IGSU: Alerta de vreme severa de tip cod portocaliu. Urmati instructiunile autoritatilor locale.","0","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Urgent! Ai fost amendat cu 500 RON. Plata rapida aici pentru reducere 50%: [http://politia-rutiera-amenzi.org](http://politia-rutiera-amenzi.org)","1","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Comanda dvs. eMAG #87321 a fost livrata la sediul Cargus. Urmariti coletul pe [http://www.emag.ro/](http://www.emag.ro/).","0","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Alerta! Ai acumulat 100 puncte de fidelitate. Le poti schimba in bani cash debloca bonusul aici: [http://bonus-rapid-bancar.xyz](http://bonus-rapid-bancar.xyz)","1","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Mesaj de securitate important de la Banca Transilvania. Va rugam cititi noile proceduri de securitate pe [http://www.bancatransilvania.ro](http://www.bancatransilvania.ro).","0","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Atentie! Esti selectat pentru a primi despagubiri masive de la Comisia Europeana. Detalii complete: [http://compensatii-europene.info/](http://compensatii-europene.info/)","1","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Verificare identitate obligatorie. Contul dvs. va fi sters in 24h daca nu completati formularul: [http://securitate-portal-ro.com/](http://securitate-portal-ro.com/)","1","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Factura Orange. Factura dvs. din Mai 2024 a fost emisa. O puteti accesa in contul MyOrange.","0","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"RO-ALERT: Cod Rosu. Autoritatile va cer sa ramaneti in casa. Nu raspundeti la mesaje care cer date personale sau bani.","0","sms","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
"Subiect: Castig garantat 10.000 EUR! Confirmati adresa pentru a primi cecul: [http://tombola-castig-mega.net](http://tombola-castig-mega.net)","1","email","alertă RO-ALERT falsă cu link","ro","Utilitati_Stat","False"
